;;;;GOINFRA - Agància Goiana de Infraestrutura e Transportes;;;;;;;;;;;30/06/2023 - 10:04;;
;;;;;;;;;;;;;;;;;
;;;;Relat¢rio de Composiá∆o do Serviáo;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
Serviáo: 020100 - DEMOLIÄ«O MANUAL - COBERTURA TELHA METµLICA COM TRANSPORTE ATê CAÄAMBA E CARGA;;;;;;;;;;;;;;Unidade: m2    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
"Serviáo: 071121 - CURVA 90 GRAUS AÄO ZINCADO DI∂METRO 3/4""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;0,1300;;;2,90;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;0,1300;;;1,96;
(B) Total: ;;;;;;;;;;;;;;4,86;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3229 ;;;"CURVA 90 GRAUS AÄO ZINCADO DIAMETRO 3/4""";;;;;;;un    ;4,65;;1,0000;;;4,65;
(C) Total: ;;;;;;;;;;;;;;4,65;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;9,51;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;9,51;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071122 - CURVA 90 GRAUS AÄO ZINCADO DI∂METRO 1""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;0,1400;;;2,11;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;0,1400;;;3,12;
(B) Total: ;;;;;;;;;;;;;;5,23;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3223 ;;;"CURVA 90 GRAUS AÄO ZINCADO DIAMETRO 1""";;;;;;;un    ;5,63;;1,0000;;;5,63;
(C) Total: ;;;;;;;;;;;;;;5,63;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;10,86;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;10,86;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071123 - CURVA 90 GRAUS AÄO ZINCADO DI∂METRO 1.1/4""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;0,3000;;;6,69;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;0,3000;;;4,52;
(B) Total: ;;;;;;;;;;;;;;11,21;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3225 ;;;"CURVA 90 GRAUS AÄO ZINCADO DIAMETRO 1.1/4""";;;;;;;un    ;10,85;;1,0000;;;10,85;
(C) Total: ;;;;;;;;;;;;;;10,85;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;22,06;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;22,06;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071124 - CURVA 90 GRAUS AÄO ZINCADO DI∂METRO 1.1/2""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;0,3500;;;5,27;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;0,3500;;;7,81;
(B) Total: ;;;;;;;;;;;;;;13,08;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3224 ;;;"CURVA 90 GRAUS AÄO ZINCADO DIAMETRO 1.1/2""";;;;;;;un    ;17,72;;1,0000;;;17,72;
(C) Total: ;;;;;;;;;;;;;;17,72;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;30,80;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;30,80;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071125 - CURVA 90 GRAUS AÄO ZINCADO DI∂METRO 2""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;0,4700;;;10,48;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;0,4700;;;7,08;
(B) Total: ;;;;;;;;;;;;;;17,56;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3226 ;;;"CURVA 90 GRAUS AÄO ZINCADO DIAMETRO 2""";;;;;;;un    ;31,97;;1,0000;;;31,97;
(C) Total: ;;;;;;;;;;;;;;31,97;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;49,53;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;49,53;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071126 - CURVA 90 GRAUS AÄO ZINCADO DI∂METRO 2.1/2""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;1,0000;;;15,06;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;1,0000;;;22,30;
(B) Total: ;;;;;;;;;;;;;;37,36;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3227 ;;;"CURVA 90 GRAUS AÄO ZINCADO DIAMETRO 2.1/2""";;;;;;;un    ;48,15;;1,0000;;;48,15;
(C) Total: ;;;;;;;;;;;;;;48,15;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;85,51;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;85,51;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071127 - CURVA 90 GRAUS AÄO ZINCADO DI∂METRO 3""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;1,5000;;;33,45;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;1,5000;;;22,59;
(B) Total: ;;;;;;;;;;;;;;56,04;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3228 ;;;"CURVA 90 GRAUS AÄO ZINCADO DIAMETRO 3""";;;;;;;un    ;66,71;;1,0000;;;66,71;
(C) Total: ;;;;;;;;;;;;;;66,71;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;122,75;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;122,75;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071128 - CURVA 90 GRAUS AÄO ZINCADO DI∂METRO 4""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;1,8000;;;27,11;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;1,8000;;;40,14;
(B) Total: ;;;;;;;;;;;;;;67,25;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3230 ;;;"CURVA 90 GRAUS AÄO ZINCADO DIAMETRO 4""";;;;;;;un    ;148,10;;1,0000;;;148,10;
(C) Total: ;;;;;;;;;;;;;;148,10;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;215,35;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;215,35;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071140 - CURVA DE 90 GRAUS DE PVC RIGIDO DIAM.1/2""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;0,0700;;;1,56;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;0,0700;;;1,05;
(B) Total: ;;;;;;;;;;;;;;2,61;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3248 ;;;"CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 1/2""";;;;;;;un    ;2,02;;1,0000;;;2,02;
(C) Total: ;;;;;;;;;;;;;;2,02;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;4,63;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;4,63;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071141 - CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 3/4""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;0,1000;;;1,51;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;0,1000;;;2,23;
(B) Total: ;;;;;;;;;;;;;;3,74;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3246 ;;;"CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 3/4""";;;;;;;un    ;2,57;;1,0000;;;2,57;
(C) Total: ;;;;;;;;;;;;;;2,57;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;6,31;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;6,31;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071142 - CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 1""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;0,1300;;;2,90;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;0,1300;;;1,96;
(B) Total: ;;;;;;;;;;;;;;4,86;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3240 ;;;"CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 1""";;;;;;;un    ;3,77;;1,0000;;;3,77;
(C) Total: ;;;;;;;;;;;;;;3,77;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;8,63;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;8,63;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071143 - CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 1.1/4""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;0,2000;;;3,01;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;0,2000;;;4,46;
(B) Total: ;;;;;;;;;;;;;;7,47;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3242 ;;;"CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 1.1/4""";;;;;;;un    ;3,66;;1,0000;;;3,66;
(C) Total: ;;;;;;;;;;;;;;3,66;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;11,13;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;11,13;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071144 - CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 1.1/2""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;0,2500;;;5,58;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;0,5800;;;8,73;
(B) Total: ;;;;;;;;;;;;;;14,31;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3241 ;;;"CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 1.1/2""";;;;;;;un    ;5,59;;1,0000;;;5,59;
(C) Total: ;;;;;;;;;;;;;;5,59;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;19,90;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;19,90;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071145 - CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 2""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;0,3800;;;5,72;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;0,3800;;;8,47;
(B) Total: ;;;;;;;;;;;;;;14,19;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3243 ;;;"CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 2""";;;;;;;un    ;7,12;;1,0000;;;7,12;
(C) Total: ;;;;;;;;;;;;;;7,12;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;21,31;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;21,31;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071146 - CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 2.1/2""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;0,8000;;;17,84;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;0,8000;;;12,05;
(B) Total: ;;;;;;;;;;;;;;29,89;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3244 ;;;"CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 2.1/2""";;;;;;;un    ;18,89;;1,0000;;;18,89;
(C) Total: ;;;;;;;;;;;;;;18,89;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;48,78;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;48,78;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071147 - CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 3""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;1,0000;;;15,06;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;1,0000;;;22,30;
(B) Total: ;;;;;;;;;;;;;;37,36;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3245 ;;;"CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 3""";;;;;;;un    ;23,59;;1,0000;;;23,59;
(C) Total: ;;;;;;;;;;;;;;23,59;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;60,95;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;60,95;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071148 - CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 4""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;1,2000;;;26,76;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;1,2000;;;18,07;
(B) Total: ;;;;;;;;;;;;;;44,83;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3247 ;;;"CURVA DE 90 GRAUS DE PVC RIGIDO DIAM. 4""";;;;;;;un    ;39,94;;1,0000;;;39,94;
(C) Total: ;;;;;;;;;;;;;;39,94;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;84,77;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;84,77;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071150 - CURVA DE 90 GRAUS AÄO GALVANIZADO DIAM.1/2""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;0,1000;;;1,51;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;0,1000;;;2,23;
(B) Total: ;;;;;;;;;;;;;;3,74;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3251 ;;;"CURVA DE 90 GRAUS AÄO GALVANIZADO DIAM. 1/2""";;;;;;;un    ;5,91;;1,0000;;;5,91;
(C) Total: ;;;;;;;;;;;;;;5,91;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;9,65;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;9,65;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071151 - CURVA DE 90 GRAUS AÄO GALVANIZADO DIAM.3/4""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;0,1300;;;2,90;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;0,1300;;;1,96;
(B) Total: ;;;;;;;;;;;;;;4,86;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3254 ;;;"CURVA DE 90 GRAUS AÄO GALVANIZADO DIAM. 3/4""";;;;;;;un    ;6,65;;1,0000;;;6,65;
(C) Total: ;;;;;;;;;;;;;;6,65;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;11,51;;;
BDI: 0,00%;;;;;;;;;;;;;;0,00;;;
Preáo unit†rio total;;;;;;;;;;;;;;11,51;;;
;;;;;;;;;;;;;;;;;
Tabela de preáos: TABELA DE CUSTOS DE OBRAS CIVIS - T210 - JUNHO/23 - SEM DESONERAÄ«O;;;;;;;;;;;;;;Data base: 01/06/2023;;;
"Serviáo: 071152 - CURVA DE 90 GRAUS AÄO GALVANIZADO DIAM.1""";;;;;;;;;;;;;;Unidade: Un    ;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(B) M∆os-de-obra;;;Eq. Salarial;;Sal/Hora;;;Encargos(%);;Consumo;;;Custo Hor†rio;
0008 ;;;AJUDANTE;;;6,91;;15,06;;;117,99;;0,1400;;;2,11;
0012 ;;;ELETRICISTA;;;10,23;;22,30;;;117,99;;0,1400;;;3,12;
(B) Total: ;;;;;;;;;;;;;;5,23;;;
;;;;;;;;;;;;;;;;;
C¢digo auxiliar;;;(C) Materiais;;;;;;;Unidade;Valor unit†rio;;Consumo;;;Valor total;
3250 ;;;"CURVA DE 90 GRAUS AÄO GALVANIZADO DIAM. 1""";;;;;;;un    ;9,33;;1,0000;;;9,33;
(C) Total: ;;;;;;;;;;;;;;9,33;;;
;;;;;;;;;;;;;;;;;
Custo direto total (A) + (B) + (C) + (D) + (E);;;;;;;;;;;;;;14,56;;;
